Package_Name,IO_Operations,File_Operations,Network_Operations,Time_Operations,Security_Operations,Process_Operations,Read_Processes,Write_Processes,Read_Data_Transfer,Write_Data_Transfer,File_Access_Processes,Total_Dependencies_List,Direct_Dependencies_List,Indirect_Dependencies_List,Root_DIR_Access,Temp_DIR_Access,Home_DIR_Access,User_DIR_Access,Sys_DIR_Access,Etc_DIR_Access,Other_DIR_Access,Local_IPs_Access,Remote_IPs_Access,Local_Port_Access,Remote_Port_Access,Total_Dependencies,Direct_Dependencies,Indirect_Dependencies,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Level
relefpots-0.0.1.tar.gz,"ioctl, poll",pipe2,uname,,,"vfork, wait4, getpid","tracker-miner-f, pool-tracker-mi, opensnoop-bpfcc, systemd-logind, pgrep","opensnoop-bpfcc, pool-tracker-mi, strace, pip, filetop-bpfcc","opensnoop-bpfcc, filetop-bpfcc, tracker-miner-f, pool-tracker-mi, pip","pool-tracker-mi, opensnoop-bpfcc, strace, filetop-bpfcc, gnome-system-mo","pool-tracker-mi, pip, pgrep, opensnoop-bpfcc, tracker-miner-f",certifi-2024.12.14; charset-normalizer-3.4.1; idna-3.10; relefpots-0.0.1; requests-2.32.3; urllib3-2.3.0;,,"certifi>=2017.4.17; charset-normalizer<4,>=2; idna<4,>=2.5; requests; urllib3<3,>=1.21.1;",515,206,6690,5295,738,2541,8079,4,158,344,43,2,2,0,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
reqeosts-1.0.0.tar.gz,"ioctl, poll",,uname,,geteuid,getpid,"tracker-miner-f, pool-tracker-mi, opensnoop-bpfcc, systemd-logind, filetop-bpfcc","opensnoop-bpfcc, pool-tracker-mi, strace, StreamT~ns, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, tracker-miner-f, pool-tracker-mi, systemd-logind","pool-tracker-mi, strace, StreamT~ns, opensnoop-bpfcc, pip","pool-tracker-mi, pgrep, systemd-logind, tracker-miner-f, opensnoop-bpfcc",reqeosts-1.0.0;,,,463,141,5566,3567,429,708,4023,2,28,38,14,2,2,0,,,,,,,,0
reqeyst-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"pool-tracker-mi, tracker-miner-f, opensnoop-bpfcc, systemd-logind, tcpstates-bpfcc","opensnoop-bpfcc, pool-tracker-mi, strace, StreamT~ns, sqldb:c~lite","opensnoop-bpfcc, pool-tracker-mi, filetop-bpfcc, tracker-miner-f, systemd-logind","pool-tracker-mi, StreamT~ns, opensnoop-bpfcc, pip, strace","pool-tracker-mi, single, pgrep, pip, gnome-system-mo",reqeyst-1.0.0;,,,515,141,5751,3612,624,713,4344,2,68,182,23,7,2,5,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
reqiurementstxt-1.0.0.tar.gz,"ioctl, poll",,uname,,geteuid,getpid,"pool-tracker-mi, tracker-miner-f, opensnoop-bpfcc, systemd-logind, filetop-bpfcc","opensnoop-bpfcc, pool-tracker-mi, strace, StreamT~ns, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pool-tracker-mi, tracker-miner-f, systemd-logind","pool-tracker-mi, StreamT~ns, opensnoop-bpfcc, pip, strace","pool-tracker-mi, single, pip, gnome-system-mo, pgrep",reqiurementstxt-1.0.0;,,,515,139,5832,3646,520,669,4395,2,67,251,22,0,0,0,newfstatat -> newfstatat -> openat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,0
reqquest-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"pool-tracker-mi, tracker-miner-f, opensnoop-bpfcc, systemd-logind, tcpstates-bpfcc","pool-tracker-mi, opensnoop-bpfcc, strace, StreamT~ns, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pool-tracker-mi, tracker-miner-f, pip","pool-tracker-mi, StreamT~ns, pip, strace, opensnoop-bpfcc","pool-tracker-mi, pip, single, pgrep, gnome-system-mo",reqquest-1.0.0;,,,515,144,8367,5753,852,2469,7495,1,39,276,2,1,0,0,newfstatat -> newfstatat -> newfstatat,newfstatat -> openat -> fstat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> poll -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,poll -> read -> read -> no-error -> fd=4,0
request-1.0.117.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, pgrep, tcpstates-bpfcc, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, Indexed~IO, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, opensnoop-bpfcc, pip, strace, sqldb:c~lite","gnome-system-mo, pgrep, pip, systemd-logind, sudo",certifi-2024.12.14; charset-normalizer-3.4.1; idna-3.10; request-1.0.117; requests-2.32.3; urllib3-2.3.0;,,"certifi>=2017.4.17; charset-normalizer<4,>=2; idna<4,>=2.5; requests; urllib3<3,>=1.21.1;",515,379,4832,8414,1105,5763,7382,2,118,267,35,0,0,0,lseek -> lseek -> lseek,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,fstat -> ioctl -> lseek -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,0
requests-upgrade-0.0.1.tar.gz,"ioctl, poll",pipe2,uname,,,"vfork, wait4, getpid","systemd-logind, opensnoop-bpfcc, sudo, tcpstates-bpfcc, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, Classif~ate, sudo","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, opensnoop-bpfcc, strace, Classif~ate, pip","pgrep, gnome-system-mo, sudo, pip, systemd-logind",certifi-2024.12.14; charset-normalizer-3.4.1; idna-3.10; requests-2.31.0; requests-upgrade-0.0.1; urllib3-2.3.0;,,"certifi>=2017.4.17; charset-normalizer<4,>=2; idna<4,>=2.5; requests==2.31.0; urllib3<3,>=1.21.1;",515,250,4193,6867,946,2127,9243,2,29,97,10,0,0,0,openat -> fstat -> fcntl,fstat -> fcntl -> fstat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,openat -> fstat -> fcntl -> no-error -> no-fd,fstat -> fcntl -> fstat -> no-error -> no-fd,1
requestts-toolbelt-0.1.tar.gz,ioctl,pipe2,"getrandom, uname",,faccessat,"wait4, clone, getpid","systemd-oomd, filetop-bpfcc, systemd-logind, clear, sudo","strace, opensnoop-bpfcc, sudo, clear, cron","filetop-bpfcc, systemd-oomd, clear, systemd-logind, python3.8","strace, opensnoop-bpfcc, clear, cron, filetop-bpfcc","systemd-oomd, clear, filetop-bpfcc, python3.8, gsd-housekeepin",requestts-toolbelt-0.1;,,,0,35,188,459,111,33,290,3,135,229,30,12,6,6,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,newfstatat -> openat -> fstat -> error=ENOENT -> no-fd,1
requestw-2.28.1.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, sudo, filetop-bpfcc, tcpstates-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, sudo, pip","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, tcpstates-bpfcc","StreamT~ns, strace, opensnoop-bpfcc, pip, sqldb:c~lite","pip, sudo, pgrep, systemd-logind, opensnoop-bpfcc",certifi-2024.12.14; charset_normalizer-3.4.1; idna-3.10; requestw-2.28.1; urllib3-1.26.20;,,"certifi>=2017.4.17; charset_normalizer<4,>=2; idna<4,>=2.5; urllib3<1.27,>=1.21.1;",515,223,4091,3724,433,1853,3164,2,15,50,7,0,0,0,read -> poll -> read,poll -> read -> read,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,read -> read -> poll -> no-error -> no-fd,poll -> read -> read -> no-error -> fd=4,fstat -> ioctl -> lseek -> no-error -> no-fd,1
requet-2.28.1.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, sudo, tcpstates-bpfcc, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, Indexed~IO, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, tcpstates-bpfcc","StreamT~ns, strace, opensnoop-bpfcc, pip, sqldb:c~lite","gnome-system-mo, pip, sudo, systemd-logind, opensnoop-bpfcc",certifi-2024.12.14; charset_normalizer-2.1.1; idna-3.10; requet-2.28.1; urllib3-1.26.20;,,"certifi>=2017.4.17; charset_normalizer<3,>=2; idna<4,>=2.5; urllib3<1.27,>=1.21.1;",1013,292,6012,11168,1133,7442,13008,2,122,268,36,32,0,31,clock_gettime -> clock_gettime -> newfstatat,clock_gettime -> newfstatat -> newfstatat,clock_gettime -> clock_gettime -> clock_gettime -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,clock_gettime -> clock_gettime -> newfstatat -> no-error -> no-fd,clock_gettime -> newfstatat -> newfstatat -> no-error -> no-fd,0
requierments-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"systemd-logind, opensnoop-bpfcc, sudo, tcpstates-bpfcc, pgrep","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","apt-check, opensnoop-bpfcc, strace, StreamT~ns, pip","pgrep, sudo, pip, systemd-logind, opensnoop-bpfcc",requierments-1.0.0;,,,366,157,2247,11402,438,8026,11118,4,429,562,84,2,1,1,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,0
requiest-2.28.2.tar.gz,"ioctl, poll",,uname,,geteuid,getpid,"systemd-logind, opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep","opensnoop-bpfcc, strace, StreamT~ns, apt-get, apt-check","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, apt-get, pip","apt-get, apt-check, strace, opensnoop-bpfcc, StreamT~ns","pip, systemd-logind, apt-get, opensnoop-bpfcc, gnome-system-mo",certifi-2024.12.14; charset_normalizer-3.4.1; idna-3.10; requiest-2.28.2; urllib3-1.26.20;,,"certifi>=2017.4.17; charset_normalizer<4,>=2; idna<4,>=2.5; urllib3<1.27,>=1.21.1;",510,391,4152,16913,920,11579,17992,2,45,110,22,3,2,1,newfstatat -> openat -> fstat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,0
requiirments-1.0.0.tar.gz,"ioctl, poll",,uname,,geteuid,getpid,"systemd-logind, opensnoop-bpfcc, sudo, pgrep, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, opensnoop-bpfcc, strace, pip, sqldb:c~lite","pgrep, gnome-system-mo, sudo, pip, systemd-logind",requiirments-1.0.0;,,,515,141,3796,6930,540,1959,8234,2,46,191,17,2,2,0,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
requiremants-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","systemd-logind, opensnoop-bpfcc, sudo, tcpstates-bpfcc, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, opensnoop-bpfcc, strace, pip, sqldb:c~lite","gnome-system-mo, pgrep, sudo, pip, systemd-logind",requiremants-1.0.0;,,,471,143,3747,4721,416,882,3889,4,59,117,28,0,0,0,newfstatat -> newfstatat -> openat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,1
requiremeents-1.0.0.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, sudo, filetop-bpfcc, pgrep","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, opensnoop-bpfcc, pip, strace, sqldb:c~lite","pgrep, sudo, pip, gnome-system-mo, opensnoop-bpfcc",requiremeents-1.0.0;,,,523,149,3799,7435,534,2046,7925,2,117,255,35,0,7,72,newfstatat -> openat -> fstat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
requiremenstxt-1.0.0.tar.gz,"ioctl, poll",pipe2,uname,,,"wait4, vfork, getpid","systemd-logind, gnome-system-mo, opensnoop-bpfcc, sudo, tcpstates-bpfcc","StreamT~ns, opensnoop-bpfcc, Socket, Indexed~IO, Classif~ate","opensnoop-bpfcc, filetop-bpfcc, gnome-system-mo, systemd-logind, xdelta3","StreamT~ns, Socket, Classif~ate, sqldb:c~lite, snapd","gnome-system-mo, StreamT~ns, sqldb:c~lite, snapd, grep",requiremenstxt-1.0.0;,,,0,112,1112,5387,1077,4368,7084,2,48,370,17,84,48,36,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOENT -> no-fd,1
requirementsttx-1.0.0.tar.gz,"ioctl, poll",pipe2,uname,,geteuid,"vfork, wait4, getpid","systemd-logind, opensnoop-bpfcc, sudo, pgrep, tcpstates-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","opensnoop-bpfcc, StreamT~ns, pip, sqldb:c~lite, strace","pgrep, gnome-system-mo, sudo, pip, systemd-logind",requirementsttx-1.0.0;,,,519,150,3856,8078,1064,2516,10547,2,55,244,23,0,0,0,openat -> openat -> openat,newfstatat -> openat -> fstat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> openat -> openat -> error=ENOTDIR -> no-fd,newfstatat -> getpid -> write -> error=ENOENT -> no-fd,1
requirementxtt-1.0.0.tar.gz,"ioctl, poll",,uname,,,,"systemd-logind, opensnoop-bpfcc, sudo, pgrep, tcpstates-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, gnome-system-mo","StreamT~ns, opensnoop-bpfcc, strace, pip, sqldb:c~lite","gnome-system-mo, sudo, pgrep, pip, systemd-logind",requirementxtt-1.0.0;,,,515,141,3795,5844,421,808,7912,2,51,273,22,0,0,0,newfstatat -> newfstatat -> openat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,1
requiremetnstxt-1.0.0.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, sudo, tcpstates-bpfcc, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, Indexed~IO, sudo","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, opensnoop-bpfcc, strace, pip, sqldb:c~lite","gnome-system-mo, pgrep, sudo, pip, systemd-logind",requiremetnstxt-1.0.0;,,,523,150,3811,5380,534,940,6881,2,16,98,4,0,0,0,poll -> read -> read,read -> read -> poll,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,read -> read -> poll -> no-error -> no-fd,poll -> read -> read -> no-error -> fd=3,1
requiremntstxt-1.0.0.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, sudo, gnome-system-mo, filetop-bpfcc","opensnoop-bpfcc, StreamT~ns, Socket, strace, Classif~ate","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, gnome-system-mo, pip","StreamT~ns, Socket, opensnoop-bpfcc, Classif~ate, sqldb:c~lite","gnome-system-mo, StreamT~ns, pgrep, sudo, sqldb:c~lite",requiremntstxt-1.0.0;,,,500,120,2568,1920,1005,253,401,2,42,112,15,12,3,9,openat -> fstat -> fcntl,fstat -> fcntl -> fstat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,openat -> fstat -> fcntl -> no-error -> no-fd,fstat -> fcntl -> fstat -> no-error -> no-fd,1
requirmentstxtt-1.0.0.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, sudo, pgrep, tcpstates-bpfcc","opensnoop-bpfcc, StreamT~ns, sudo, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, opensnoop-bpfcc, pip, sqldb:c~lite, dpkg-divert","pgrep, gnome-system-mo, sudo, pip, systemd-logind",requirmentstxtt-1.0.0;,,,0,111,1120,1532,1013,742,1073,2,15,79,8,2,2,0,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,1
requists-2.28.2.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, journal-offline, sudo, nautilus","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, nautilus","StreamT~ns, opensnoop-bpfcc, strace, pip, sqldb:c~lite","gnome-system-mo, sudo, pip, pgrep, systemd-logind",certifi-2024.12.14; charset_normalizer-3.4.1; idna-3.10; requists-2.28.2; urllib3-1.26.20;,,"certifi>=2017.4.17; charset_normalizer<4,>=2; idna<4,>=2.5; urllib3<1.27,>=1.21.1;",515,263,4156,2294,812,519,1138,3,11,97,5,16,4,12,openat -> fstat -> ioctl,fstat -> ioctl -> lseek,lseek -> lseek -> lseek -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
requxsts-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","systemd-logind, opensnoop-bpfcc, sudo, tcpstates-bpfcc, pgrep","opensnoop-bpfcc, StreamT~ns, sudo, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, gnome-system-mo","StreamT~ns, opensnoop-bpfcc, pip, sqldb:c~lite, dpkg-divert","gnome-system-mo, sudo, pip, pgrep, systemd-logind",requxsts-1.0.0;,,,4,118,1113,3918,1018,511,4278,2,6,47,3,0,0,0,poll -> read -> read,read -> read -> poll,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,poll -> read -> read -> no-error -> fd=3,read -> read -> poll -> no-error -> no-fd,1
reqwestss-0.1.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","systemd-logind, opensnoop-bpfcc, sudo, pgrep, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, gnome-system-mo","StreamT~ns, opensnoop-bpfcc, pip, sqldb:c~lite, strace","gnome-system-mo, pgrep, sudo, pip, systemd-logind",reqwestss-0.1.0;,,,519,160,3864,4801,517,824,4621,2,15,131,5,0,0,0,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
rgbcolour-0.0.1.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, pgrep, filetop-bpfcc, pip","StreamT~ns, pip, sqldb:c~lite, filetop-bpfcc, gnome-system-mo","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, pgrep","StreamT~ns, pip, sqldb:c~lite, filetop-bpfcc, gnome-system-mo","pip, systemd-logind, StreamT~ns, opensnoop-bpfcc, filetop-bpfcc",certifi-2024.12.14; charset-normalizer-3.4.1; idna-3.10; requests-2.31.0; rgbcolour-0.0.1; urllib3-2.3.0;,,"certifi>=2017.4.17; charset-normalizer<4,>=2; idna<4,>=2.5; requests==2.31.0; urllib3<3,>=1.21.1;",515,235,4155,2492,616,789,1192,3,21,65,11,11,4,7,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,fstat -> ioctl -> lseek -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,1
robloxapiaccess-0.0.2.tar.gz,"ioctl, poll",,,,,getpid,"systemd-logind, opensnoop-bpfcc, sudo, pgrep, tcpstates-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, Indexed~IO, pip","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, gnome-system-mo","StreamT~ns, pip, strace, opensnoop-bpfcc, sqldb:c~lite","gnome-system-mo, pgrep, pip, sudo, StreamT~ns",RobloxAPIACCESS-0.0.2; browser_cookie3-0.20.1; certifi-2024.12.14; cffi-1.17.1; charset-normalizer-3.4.1; cryptography-44.0.0; idna-3.10; jeepney-0.8.0; lz4-4.3.3; psutil-6.1.1; pycparser-2.22; pycryptodome-3.21.0; pycryptodomex-3.21.0; requests-2.32.3; urllib3-2.3.0;,,"browser_cookie3; certifi>=2017.4.17; cffi>=1.12; charset-normalizer<4,>=2; cryptography; idna<4,>=2.5; jeepney; lz4; psutil; pycparser; pycryptodome; pycryptodomex; requests; urllib3<3,>=1.21.1;",558,404,5619,34204,1422,24116,48389,2,51,181,18,1,0,0,ioctl -> ioctl -> ioctl,newfstatat -> newfstatat -> openat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,ioctl -> ioctl -> ioctl -> no-error -> no-fd,fcntl -> fstat -> fcntl -> no-error -> no-fd,1
rqeuests-0.1.tar.gz,"ioctl, poll",,uname,,,getpid,"systemd-logind, opensnoop-bpfcc, sudo, filetop-bpfcc, tcpstates-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, sudo, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, gnome-system-mo","StreamT~ns, opensnoop-bpfcc, pip, strace, sqldb:c~lite","gnome-system-mo, sudo, pip, StreamT~ns, gnome-terminal-",rqeuests-0.1;,,,515,117,3853,7451,416,5448,9157,2,43,151,15,5,1,4,newfstatat -> newfstatat -> openat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,0
rrequests-2.27.1.tar.gz,,,,,,,"systemd-logind, opensnoop-bpfcc, sudo, journal-offline, pgrep","opensnoop-bpfcc, strace, StreamT~ns, pip, Indexed~IO","opensnoop-bpfcc, filetop-bpfcc, systemd-logind, pip, gnome-system-mo","StreamT~ns, pip, opensnoop-bpfcc, strace, sqldb:c~lite","gnome-system-mo, pgrep, pip, sudo, StreamT~ns",certifi-2024.12.14; charset_normalizer-2.0.12; idna-3.10; rrequests-2.27.1; urllib3-1.26.20;,,"certifi>=2017.4.17; charset_normalizer~=2.0.0; idna<4,>=2.5; urllib3<1.27,>=1.21.1;",1033,950,11386,45353,1519,35605,50000,2,62,194,21,6,1,5,newfstatat -> newfstatat -> openat,newfstatat -> openat -> fstat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,read -> read -> close -> no-error -> no-fd,1
